uid,bdate,sex,city
203003726,19.2.1978,2,169
387284208,,2,
448151891,,2,0
361830498,,2,
1268217,,1,
503043057,15.11.1991,2,0
250844907,,1,
454344434,5.1.1974,2,60
243140118,27.7.1982,1,0
390410963,17.5.1999,1,0
151887503,,2,
175181243,21.2,2,158
298983393,22.9.2000,2,0
502989118,,2,
30569199,,2,
422895758,1.5,2,151
468965174,,1,
402672393,14.8.1980,2,10
184679894,,2,
85592420,8.9.1973,1,146
499445780,17.3.1992,1,1002513
358833765,,1,
301870802,,1,
26124929,,2,
442793617,20.4.1997,1,2066
500416384,4.4.1986,2,0
127538561,,2,
122813438,,1,
502885163,6.6.1903,1,0
280391075,,1,
498387460,12.1.1995,2,0
470478267,,1,
243249767,,2,0
174347364,,1,
214486630,,2,
175712675,,1,0
188663861,28.11,2,106
80449079,17.9,1,141
493004929,27.8.1974,1,34
474902347,20.3.1980,2,0
154595112,22.3,1,141
456205244,19.8,1,1058
361121649,,2,
331247213,,1,
327046468,28.1,1,2
502827202,23.6.1990,1,0
203473774,,1,2
166633726,,2,
502795673,17.8,1,0
234583838,,2,1
502815394,23.7.1991,1,132
163012872,,1,
194293631,,2,
70688328,,1,
377765065,8.12,1,149
325347073,7.12,2,1469
492852570,29.1,2,0
460940081,,2,0
339608351,1.5.1991,1,2
396123090,24.1.1994,2,0
228832735,10.6.1991,1,627
230522026,18.2.2003,2,1024888
393691029,26.11.1992,2,46
502771826,29.8.1977,2,0
141877763,3.8.1992,2,6429
81042524,18.4.1993,1,106
303626497,,2,
397033832,25.12.1995,2,220
290452195,5.8,1,99
453208043,21.11,1,20641
501342024,,1,
492243738,31.10.2002,1,1123823
147854416,28.3,1,158
244845477,10.4,1,151
183786361,,2,2
407752692,14.5.2003,2,0
25587853,,2,
478768558,21.12,2,0
502692716,5.1.1985,2,1767
501786295,,1,
393364392,,2,
464567202,,1,
374794901,,2,
302916427,,2,0
85462521,7.5,2,17
502615388,8.2.1985,1,0
162181448,,2,
121532374,,1,
166103454,,1,282
209620111,,2,
502574178,10.3.1988,2,1681
492313644,15.2,1,1516454
372839132,19.10.1984,2,1
209484139,,2,
500497275,15.4.1981,1,21855
294736257,28.4,1,55
338839930,16.11,1,62
475090034,17.4.1988,2,2
422144018,,2,
132024907,,1,
142836705,,1,
234656439,17.5.1978,1,0
432636486,,1,0
102843516,3.4,2,964
12945982,13.9.1986,2,0
371129366,,1,
427069764,3.11.1982,1,114
327040454,,1,
71759596,20.10.1997,1,33
465209957,,2,
312738653,28.7.1986,2,0
235572702,,1,
253110410,22.8.1985,1,185
450071515,1.4.1997,2,0
430613741,,2,7279
489717571,1.1.2000,1,64
452120210,11.7.1993,1,139
24854505,4.1.1991,2,146
16231459,18.7,2,133
497798671,,1,
317139607,,2,198
470658514,,1,1128269
360514469,,1,
265252283,,2,
475778997,,2,194
489228260,1.2.1967,1,1
502409061,10.9.1983,2,99
230207520,22.12.1994,2,8128
500610944,20.4.1988,2,0
311611669,,1,
181395240,5.4,1,49
382749493,23.2,1,2405
259690336,,1,
315118206,,1,37
473380341,,2,
387897503,26.7.1999,1,168
89090281,11.5,1,1
52901583,18.10,2,1
498061352,3.9.1977,2,1
449088549,12.5.1902,1,2
317629009,16.9.1989,1,0
7119207,,1,
14560473,,1,
378433290,,1,
83525109,,1,
288952063,7.6.1972,1,0
502240445,12.12.1987,2,0
166931429,30.9.1989,1,124
226627380,,2,
290946591,,1,
383599730,,1,
365524405,14.4,1,102
28413800,,1,
282475958,25.7.1997,1,26
494161890,13.9,2,57
219527643,,2,
444367205,21.12.1990,2,0
354097401,,1,147
379939195,19.7.2002,2,161
54373309,,2,1
125631871,,1,
258631564,,1,
490212239,,2,
6665939,12.2.1991,2,1
380117683,,2,
416370663,,2,
495245351,18.7.1991,2,0
488024364,30.4,2,99
184415993,11.9,2,1
499651191,,1,
319603288,,2,
61280485,19.7.1980,1,141
111173325,,2,2
352340929,11.12.1946,2,0
272665738,14.8,1,5393
489162312,,2,2849
501602496,,2,0
82740916,,1,
197458273,13.2.1977,1,1015984
176225400,,1,
485004812,4.11,1,1
181820516,,1,
307533952,,2,
492810812,30.5.2000,2,0
494012511,3.9.1999,1,0
28110319,,1,
411736214,3.10.1985,2,169
501746522,25.9.1987,1,1
22156843,,2,2
467894857,27.4.1999,1,0
501935097,29.2.1980,2,3167672
239157051,2.12,1,0
55304359,,1,
186979477,,1,
357925827,27.9,2,2895
58901474,5.1,1,78
460389438,3.6,2,0
497340762,,1,
79415203,,2,
497071347,,1,
482917081,6.6.1994,1,2
52145594,20.12.1994,2,119
313438016,,2,
400253285,22.9,2,10525
448373673,15.11.1991,2,95
15117113,9.10.1990,2,134
496633594,21.8.1994,2,2404
501946863,6.1.1997,2,0
498648217,1.1.1941,2,0
399076780,,2,0
459034612,1.2.1996,2,1919452
469092020,,2,
221626611,15.6,1,3548
8117090,15.10.1975,2,292
427838073,,1,0
492100800,28.3.1989,1,1
501865191,21.2.2004,2,0
484884195,20.1.1998,2,33
248879332,29.3.1994,1,1
484824892,7.7.1988,2,1483
298138067,,1,
475159446,30.5.1996,1,1
288575573,,2,0
70855754,21.5.1991,2,1253
323441677,22.4.2004,2,455
405503619,,1,
468559496,4.6.1992,2,0
436830789,7.8,2,0
416209979,,2,87
74668782,,1,
148239676,8.6,2,71
260055838,,2,
186808666,,1,
382241733,17.10,2,1
147910274,,1,0
488290965,12.4.1999,2,158
499811687,,2,
476071138,,2,
488590945,30.10.1970,2,49
494686020,1.2.1985,1,0
486777481,26.1.1984,2,25
297520447,,1,
271775857,,2,
210357915,18.2.1987,1,96
446943081,20.7.1974,1,1
501735498,,2,
356613601,,2,
501581082,25.7.1934,2,1504615
393078523,,1,
422826443,17.6.1997,2,158
269993276,,2,
413343090,9.5,1,427
273714729,,2,
501690816,18.1.1985,2,0
501676830,2.8.1998,2,1
501519785,1.1.1992,1,60
45583436,15.11,1,859
331119746,3.7,2,0
374259524,,1,
494373158,7.11.1995,2,0
132508442,,2,668
433238480,18.1.2004,1,37
493244820,3.1.1989,2,705
391825840,4.4.1985,2,1
427911306,20.7,2,62
402716513,9.12.1987,2,2615
12817656,,1,2
119418695,,1,
486061091,18.10.1981,2,110
386378110,,1,125
442156715,,1,
446127112,7.1.1985,2,0
381110143,,2,0
497356109,1.1.2000,1,14
215442154,2.7.1998,1,21118
147792573,2.11,2,0
397458965,,1,
493110537,6.4.1989,1,0
431262998,5.4,1,0
79945810,,2,
472659239,,1,
499083053,19.4.1988,1,147
145081141,,1,
495637331,31.1.1987,2,0
31582928,27.12,1,0
501238444,15.7.1982,2,110
252892063,,2,
477006319,,1,110
449188378,,1,
373495522,6.8.1990,1,158
18875459,14.1,1,1
140665376,,1,
278717784,17.4.1997,1,158
161690479,,2,145
395747893,,2,160
413497550,,2,
497204012,9.6.1984,2,0
394126625,11.5,2,1951460
240874894,10.4.1995,2,64
443463523,1.12.1996,2,10
428681470,,2,
240759801,,1,
468766839,14.1.1967,2,0
472019454,1.5.1994,2,1
301446721,,2,0
156147413,,2,
454954691,,1,
469434392,3.11.1980,1,0
239514978,1.5,1,156
352792173,,1,10
487036454,18.5.1982,2,95
381137593,25.11.1995,2,147
492933610,25.3.1986,1,1961332
159430133,28.1,1,88
251520215,,2,
218659428,,2,
275947123,,2,
496955875,,1,
479199870,,2,
367375216,30.4.2002,1,61
462385482,14.6,2,0
495927425,14.2.1989,2,0
473254838,4.8.2002,1,0
383838988,,1,
429802098,,1,
425973143,,1,0
413341808,6.4.1984,2,22009
234362723,,1,1
188012290,,2,
393525760,,2,
79184393,,1,
501209035,6.12.1989,2,1
405190826,,1,
134503504,1.10,1,99
370748677,13.5.1990,2,0
292612686,,1,
361577455,,1,282
196302743,,1,
341969014,,1,
501168294,9.8.1983,1,0
495448342,13.3.1993,1,0
501074888,2.5.1980,1,1
93088794,,1,
434666118,22.5.1969,2,621
223061855,15.1.1990,1,0
499527538,,2,
255034042,,1,
483081147,,2,
173680713,18.1.2000,2,1903333
333496786,13.3,1,26
241417599,,2,1
160253030,,1,
446959300,,1,
421270900,19.10.1990,2,10
494878031,21.1,1,21244
352924898,8.6.1996,2,13665
499467104,,2,
188771183,,1,
500885838,,1,
225243782,1.11.1982,2,2
500925976,18.5.1988,2,0
386708626,5.11.1987,2,73
494417614,,1,0
197807448,,1,
398195014,,2,0
458204384,,2,266
320868658,,2,0
47902739,,1,
184258075,,2,
391093395,,1,
322719484,2.7,2,784
487723668,3.5.1987,2,1
65174679,,1,
421892057,16.12,1,0
394171707,,2,
283396070,13.11.1985,2,158
485186683,24.9,1,2225
183528678,,1,
206370838,,1,
60029830,27.5,1,97
185272568,,2,
217372550,,1,
75991096,,1,
500757005,7.2.1988,2,57
500831279,,2,
491572852,,2,1
444804893,30.7.1999,2,1
391610346,30.3,1,106
493340225,13.4.1991,1,0
372373195,,2,1
500760706,,2,
500795935,,1,
343265566,,1,0
282379492,,1,
83316254,18.2,2,97
491622890,10.3.1985,1,0
379059779,16.3.2002,1,76
496761748,12.2.1977,2,0
187928845,,1,
335991735,,2,
22378228,16.4.1985,2,99
200265579,,1,
23211709,,2,
408121318,16.12,1,69
187133136,19.6,2,1268
423681948,31.12,1,161
262923511,,1,
486750968,13.11,1,0
157834097,22.11,1,0
456384262,9.12.1981,2,1158971
439021637,,1,
361464365,21.6,1,62
401907348,,2,0
11459828,,2,
326232263,5.10.1989,2,88
240313685,3.2,2,0
500666637,8.4.1988,2,0
457501827,2.2.1962,2,0
132597826,25.5.1973,2,34
466930323,5.10.2001,1,2
587963,,1,
500646936,12.4.1993,2,88
157804851,24.6.1988,1,149
196642984,,2,
492399186,5.6,1,60
492857172,16.10.1993,2,22
500574043,28.3.1971,2,2093
457927625,,2,
490896134,10.4.1988,1,0
308314958,,2,
196891387,,1,
427564590,23.3.2000,1,0
331873763,5.6.1987,2,2
500578169,20.6.1999,1,110
151711841,,1,
494610632,6.7.1990,1,2
4815169,,2,
321390426,,1,4114424
247054962,19.2,1,282
500572393,10.7,1,0
500513552,,1,
330704061,1.12.1994,2,314
19692233,28.2.1992,2,141
113504284,,2,
499086917,,1,
134278831,,1,
65960598,,1,
465587717,7.7.1999,1,97
500423729,28.8.1985,1,0
34634290,24.6,2,99
486010305,,1,
97371660,,1,
170780483,19.4,2,61
189966977,,2,
97293416,21.12.2003,2,151
121774255,8.11.1984,2,1015722
143670974,8.9.1988,1,328
285455398,,1,
493602250,,1,0
134087051,,2,
284728824,3.6,2,140
500376902,,2,
347605682,24.3,2,0
268693221,4.2.1988,1,97
500317793,10.5.1989,2,0
151748463,,1,
198523597,8.2,1,97
500154120,1.2.2004,2,106
239844500,3.5.1995,2,4424
287462752,,1,
359111916,,1,
465095743,26.3.1981,2,1083466
463026819,5.3.1998,2,1057
158391910,,1,
186527124,5.3.1990,1,148
342633359,23.11.1983,1,50
461019826,10.4.1985,2,0
456604440,30.1,2,10
376094988,9.5,2,0
487557583,,1,
141532409,,1,
454507961,12.2.1989,1,580
263677723,4.4,2,99
482632455,31.8.1982,2,0
467244157,,1,
500320871,8.3.1988,2,0
449195559,10.3.1991,2,1573
4895177,,1,
418796339,14.5.1988,2,0
293740291,,1,2539
51340944,,1,
199260681,2.1.1983,1,0
186040258,,2,
208438715,,1,
3404347,,1,1
500198388,28.11.1999,2,0
344099216,5.11.1991,1,119
264405672,,2,
467843305,16.6,1,34
280257722,,2,
293723047,3.1.1988,2,1
499958984,,2,0
141474386,,2,
468793667,,2,
477904083,7.5.1992,2,73
113194404,,2,0
492084167,12.1.1994,1,55
22029290,29.10.1998,2,88
471604001,11.10.1999,1,149
258266943,29.10.1905,1,1
343776133,,1,0
499237437,,1,
296848490,,1,
355962701,12.8,1,99
492897571,14.11.1993,2,151
459979168,3.6,2,119
459289980,24.4.1994,2,60
437782615,,2,
452260085,,2,
31311164,28.10.1993,1,11312
481604126,,1,161
12371544,,1,
333470257,,2,135
499969290,,2,
239485181,22.9,2,119
299591631,13.3,1,110
273987633,,1,
85646205,,1,
410312196,,2,0
499726142,,1,147
498432335,15.8.1979,1,0
2703924,,1,
499699850,25.6.1994,2,0
499798134,31.10.1978,2,2
488860223,25.9,2,0
60039108,,2,
488557303,30.11.1996,2,0
362651764,30.8,1,213
478406873,20.6,1,110
253373359,27.4,1,91
28147785,,1,
283469922,,1,
292007594,,2,
215773003,,1,
227545134,,2,147
26815204,,1,
469117855,1.4.1954,2,0
453311235,,2,95
465288782,,2,
462211996,20.1.1988,2,2722648
498883954,28.8,2,0
456380671,,1,0
279810911,,2,
360087952,,2,0
481106925,17.1.1993,2,0
486079853,,2,
486845809,11.5.1993,2,0
499796835,28.8.1988,2,0
499669649,14.5.1992,1,0
95929,23.9,2,2
30654453,8.4.1992,1,185
352055866,1.3,1,57
287911483,,1,
5139900,,1,
271460801,,1,1
441862531,,2,
455447787,,2,0
497235028,30.4.2002,1,0
499705443,16.6,1,75
487872568,,2,
281843193,23.9.1979,2,1206
457163883,9.7,2,0
76035309,,1,
499346218,21.7.2000,1,0
312664150,1.5.1996,1,1
221454202,,1,
496225859,,2,141
123459411,18.9.1985,2,360
530081,,1,2
438702345,,2,
473158933,2.12.1981,1,0
438440366,27.8.2001,1,0
442485607,15.7.1987,2,0
499503741,16.3.1998,2,14876
318983435,27.4,2,1
414891712,,1,49
261415812,19.8.1996,1,2
499481024,,2,119
433401973,11.3.1989,2,0
496646013,30.10.1986,1,0
493507925,,1,
483189588,21.7,1,1059687
494960425,14.3,1,93
448438537,14.9,2,141
494320464,,2,0
326057291,14.8,1,95
267872061,,1,
489533814,,1,
472755910,9.6,2,87
274922424,,1,
154179116,,1,
61707410,,1,
497942681,15.9.1981,2,102
211883645,,1,
460831051,28.2.2002,2,42
448429612,,2,0
166942723,5.9,1,41
444570632,2.4.1986,2,95
499169498,21.7.2003,2,1
4729166,14.1,1,1
465337236,,2,
497170914,19.1.1987,2,123
136675632,27.4,2,1516553
21313635,,1,
485971770,4.5.1998,2,0
227332932,14.1.1991,2,1
98785607,,1,
341087274,,2,
414814656,,2,78
351715579,,2,
292477157,,2,
307498628,,2,2113
499248937,3.1.1989,1,49
206049157,14.1.1988,1,314
190560878,,2,60
295720344,,1,
499235076,,2,
380238424,,2,2
141758110,27.3,2,2
446019697,18.8.1995,1,0
219231577,,1,0
155851233,,1,
144379949,22.2,2,146
261753969,3.8.1988,2,2
499140188,,2,
418286804,14.4.1998,1,0
393323095,,1,0
78372744,,1,14374
380467800,10.12.1989,2,21244
480140667,,2,
498747594,25.2.1982,2,49
80277360,,2,
313975807,,1,
489247018,20.1,2,1386
446719046,24.4.1990,2,0
191109511,6.1.1986,1,21032
497861491,,2,
131005757,,1,
499055618,27.7.1993,1,0
496167576,,2,
47478158,,2,
499040521,8.3.1989,2,1
219336761,28.8.1993,1,149
34844962,14.9.1988,1,56
115058233,,1,264
499022252,,1,
497126662,8.1.1996,2,0
453225895,,1,
499008555,18.10.2002,2,161
498295365,28.10,1,12025
466460068,18.9.1988,2,0
443076474,,2,
490337613,20.2.1990,2,1355
343660574,31.8,1,0
485981357,1.1.1902,2,0
492873282,,2,
348982186,22.6,1,72
477425736,,2,
245605266,28.2.1997,1,108
427072245,,2,
352832732,,1,
498812876,2.9.1980,1,0
352713904,26.7.1997,1,0
454965246,20.5,2,110
486229475,18.2.1986,2,169
15655576,,1,2
245410,,1,
483779484,1.2.2004,2,0
497880252,15.4.1993,2,0
262592023,,1,
498763421,18.9,2,2
58789823,25.2,2,0
310960154,30.7,2,57
498518140,20.4.1993,1,1
488851062,14.7.1984,2,0
494999530,,1,
498757286,1.5,1,0
497352528,9.8.1995,1,1
489753743,2.10.2004,2,0
54845070,,1,
468395850,,2,
498714775,19.2.1990,1,0
407925902,1.1.1998,2,0
72756180,26.2.1981,2,151
497862006,,2,
498553061,2.2.1972,2,0
208351956,,1,
489606159,29.7,1,0
361556037,1.9,1,99
443362950,,1,
498632434,2.3.1915,2,2
434905845,20.1.1993,1,328
493902128,,1,9930
460825482,23.1.1996,1,33
494575987,9.2.1995,2,621
453658025,,1,55
498591117,10.8.1995,1,135
404902590,16.3.1987,1,0
40733089,,1,
447110173,,2,119
468153865,,1,
489479268,,1,
493355632,21.4.1983,2,98
498363768,5.6.1994,1,0
441499089,16.12,1,141
466288514,3.4.1998,1,1015651
112618190,,2,
490260311,12.12.1989,1,0
176294264,,2,0
183948975,7.4.1996,2,49
475807426,13.6.1989,2,10
454259488,24.8.1985,2,110
487128621,8.4.1992,1,104
479850661,1.2,2,1
475635919,,1,
479244775,,2,
303861333,,1,
102590195,,2,
123307472,,1,
290996740,,2,
411234830,19.3.1979,2,140
241553972,10.1.1981,2,56
498348422,,1,
345137030,,2,
498339797,,1,0
396357836,17.1.1999,1,168
337806241,17.3.1983,1,60
190173801,11.11.1995,1,6216
498325085,26.6.1982,1,0
33064307,26.4.1990,1,156
426246736,,2,
396443270,,1,0
497853557,20.4.1988,2,478
5008973,,1,1
489598541,,2,0
402173006,,1,0
498271172,1.7.1997,1,0
112646749,27.2,1,157
458089600,20.12.1989,1,0
498199194,16.8.1986,2,0
355672538,3.2.1990,2,72
17755499,,2,
492217392,31.1.1998,2,0
472751546,1.8.1973,1,0
118631195,9.11.1998,2,2
194264858,,2,
174446907,7.7,2,2
124812463,3.8.2000,2,2
208553233,,1,
407107518,4.4.1991,2,2917
491831960,10.10,2,138
35087165,,1,
478191105,5.4.1983,1,750
88003615,28.1.2000,1,292
413425842,5.3,1,149
150422135,22.8,1,122
366452967,,2,
497676116,4.2.1990,2,1
440602950,,1,
434530,,2,
467315625,9.2.1953,1,0
133738388,8.5,1,2
268695686,,1,0
373538695,16.5.1988,2,0
493257631,12.10.2000,2,0
493167608,,1,
29358364,,1,
24684493,17.12.1991,2,627
396877399,,2,
3510386,,2,
459782510,14.8,1,545
491962553,20.2.1986,2,1
23814576,27.12,2,14829
259892631,,1,
247574976,,2,
308544307,,2,0
426198574,,2,
497601222,1.12.1978,2,123
458830040,,2,
380347043,,1,
495090251,6.4.1990,2,110
497694411,30.11.1980,2,0
418315044,,2,110
411593251,8.1.1985,2,0
497577357,22.9.1993,2,1
426783557,19.4.1990,2,62
476334550,2.1.1998,1,0
141868826,,1,
210509795,,1,
463709522,1.2.1986,2,1
482541371,11.7.1966,2,0
364658568,,2,
347504226,20.6,1,125
367069141,27.6,1,1712003
405710910,,1,
449145614,,2,3156
103940212,,1,190
341303740,5.1.1983,1,1311
384668017,25.12.1969,1,0
201800495,,2,
358988894,,2,
447039019,21.5.1981,2,2
223396118,9.6.1988,1,10833
485319510,20.8,2,361
479215580,,1,
19033955,,1,
2072345,,1,
345510483,,2,
146510268,,1,
493846806,13.7.1987,2,0
309676609,,1,3700
117075383,,1,2
368848477,5.8.1999,1,1017
489413435,,1,
33455186,,1,
497631388,20.7.1996,2,0
1463380,,1,
488126502,,2,
471239586,16.1,1,0
371849534,,2,0
497576310,16.5.1992,2,119
289176194,20.3.1902,1,274
435674859,,2,
275198476,,2,
94165693,29.10.1988,1,82
453716191,15.3.1997,1,0
432070423,10.4,1,1
6342364,,1,2
6656036,17.7.1999,1,1
6203583,,1,1
172078575,28.1,2,0
132791008,,2,2
321925317,4.5.1999,2,1
490690877,1.2.2000,1,0
261230240,2.7.1958,2,0
493025814,5.4,1,82
97811813,13.9.1997,2,0
497459828,1.2.2004,1,0
435189406,,1,0
448370034,20.7.1989,1,627
137231100,12.8.1991,2,161
42007946,,1,
261311251,17.12,1,1
496068747,,1,444
443653194,,1,158
484323068,,2,
496619321,,2,
137120686,,2,
345283268,,1,
63463034,,1,
295182166,,1,
305149094,10.10.1995,2,158
338589605,1.4.1988,2,0
107437673,,1,
485205023,21.6.1999,1,0
13644264,,2,
496508606,13.5.1997,1,2066
496887946,5.6.1994,2,11042
215170631,,2,2334
150872677,,2,
496048575,19.12.1986,2,75
488383642,20.6,1,3170
479219268,3.3.1981,2,121
412115398,,2,2500030
29907642,22.3.1983,1,78
483389999,2.11.1971,1,123
487520813,17.1,2,1581
138546304,,2,
497243194,10.5.1984,1,0
23339751,,2,
122223906,28.11.1988,2,1
487267531,,1,
440092602,7.7.1995,2,1043
460133792,,1,
268985426,,2,
190113691,22.1.1991,1,0
424013904,24.6,2,3653
139627670,,2,
497172269,4.2.1984,1,0
472249864,23.11.1987,2,2117
422917392,18.10.2002,2,161
472357324,20.2,2,99
392180879,29.10.1996,1,374
120293106,,2,
209354649,,1,
425392462,,2,
226916589,,2,
363266251,6.10.1987,2,160
163497545,,1,
218385666,,1,
489469601,24.9.1998,2,0
435612914,,1,
497038948,14.12.1993,1,1925340
337369640,,2,0
438648685,22.11,1,138
490013067,1.10.1990,2,99
473152270,14.2.1986,2,49
360261939,,1,
40509002,,2,
445454,,1,
263899570,5.8,2,108
19276184,15.1,1,123
404002253,1.11,2,1268
496970149,13.11.1984,2,0
135487165,12.9,1,1519
140143834,10.11,1,6923
372298365,1.2,1,2182
322935594,,2,
347186974,,1,69
22212208,,1,
236643241,,2,
172575589,,1,
295294720,,1,
206156839,,1,
494691351,17.7.1987,1,22
1501943,,1,
496934885,13.2.1987,1,114
440087855,27.2.1997,2,168
134711676,,1,
496904712,30.4.1990,1,1
490414265,24.5.1998,1,0
134084299,27.9.1992,1,0
6576076,,2,
329288513,26.1,2,110
413351121,,1,
349923722,6.6.1986,2,0
160623240,10.3.1982,1,589
493792930,7.1.1989,1,2
72421933,1.6.1983,2,0
222125050,,2,
415133371,,1,0
7594784,20.4,1,123
456323804,,2,0
495664310,24.11.1992,1,0
496817302,11.9.2001,2,0
488153532,25.10.1980,2,1
187149224,,1,
355941673,,2,4590
163516272,25.4,1,97
496427445,18.7.1990,2,0
496594149,10.7.2004,1,0
22168920,21.10.1990,1,95
3822910,,1,
492715347,,2,0
472738568,27.2.1963,2,78
138164073,25.3,1,1113
404080670,,2,0
190411902,,1,
350623847,1.8,1,0
258580343,12.9,1,99
421251870,8.3.1983,2,1
494550864,11.7.1979,2,716
479500666,6.2.2000,1,0
167721931,,1,
406709216,11.5.1990,2,60
282562544,19.12.1937,2,149
238252840,,2,220
257715078,,1,
487108625,18.11.1976,2,49
481340602,10.7,2,2
495366099,10.11.1988,1,114
239811672,18.1.1990,2,147
468817581,12.4.1993,2,0
389871346,,1,
493898326,10.12,1,1151291
188286100,,1,
494535013,23.2.1992,1,0
193395602,,1,0
365986827,,1,
494313886,20.4.1989,1,5828
496573698,4.4.1984,1,158
85246761,11.9.1989,2,130
448523547,16.8.1991,2,135
318150925,21.2.1983,2,1
472277864,27.7.1987,1,98
481370153,,1,
470095471,19.6.1990,2,0
484923668,13.9.1995,1,2525
218741155,16.12.1989,1,49
136003534,,1,
38887216,30.10,2,143
85307088,,2,
299003796,,2,467
297779063,,1,
470656789,,2,
483076168,1.4,1,458
133829860,,1,
341442396,9.4,2,314
3111034,,1,149
496423151,,1,119
448023306,9.8.1983,2,99
490796018,28.5.1993,1,158
463477820,,2,0
496101576,,2,0
12296769,,2,
378097460,,2,125
214332407,1.1.1905,2,72
380440877,,2,
279018595,,1,
496389243,,2,
450238204,,1,72
470878898,13.3,2,158
356870671,14.8,2,37
496243227,12.8.1980,2,3022
437464232,28.3.1973,1,2236
491559381,25.2.2004,2,0
458281307,1.2.1990,2,0
293619274,,2,0
203727601,,1,
55738935,,2,
145716060,22.11.1986,2,705
496122743,8.3.1992,1,158
431586837,11.6,1,545
496264654,16.7.1985,1,1
320261545,,2,
288521869,21.11,1,136
384652025,19.2,1,338
471706389,7.9.1997,1,0
483089485,1.7.1990,2,1
300499670,13.9,2,183
254409706,,2,
338976938,,2,
329381721,,2,
389488053,,1,
35663441,,2,0
496227409,26.8.1995,1,147
496214055,15.10,2,1
419799571,,1,0
406885719,,1,1
221679671,3.7,1,144
496186268,,1,110
263944355,19.12.1961,2,158
310555393,1.9,2,82
2119648,,1,
491541282,,1,
70707299,,1,
58384333,10.1,2,18779
333393695,,2,0
222465193,2.10,1,123
495112955,1.1.1990,2,0
303133142,9.3,1,1
239067425,,1,
389158861,,1,
421858920,2.11.1998,2,838
318129525,14.6.1980,1,621
412466187,18.7,1,1
190619051,28.11,1,562
496102960,3.3.1990,1,0
209709223,31.10.1996,1,589
495543484,,2,
34559389,13.5.1991,2,1767
493954185,4.12.1990,1,20444
150834666,,2,2
271063476,20.1.2001,1,2941
486913838,24.8,1,1
453436461,12.4,1,8451
453060911,,2,
354724786,29.9.2004,2,1303
165464655,,2,
260549051,,1,
495607820,12.2.1987,2,0
156308130,14.4.1999,1,122
414650125,26.9.1985,2,149
488087785,,1,0
496005537,1.1.1983,1,0
220053919,,2,
218860944,10.12,2,59
365476035,,1,0
297416349,,1,
139181756,16.2,2,8763
487245118,,2,
9328748,,1,
201111002,3.11,2,146
449436384,,1,
486534870,,2,
444630065,1.3,2,119
449738444,,2,5615
229062394,,1,
424970251,,1,0
257268503,7.4.1980,1,88
275670744,3.5.1988,2,157
491710371,,1,
495713722,23.12.1987,1,0
492654829,1.2.2004,2,0
495809629,23.2,1,1913974
495038388,,1,
24512607,,2,
257263701,2.5.1982,2,88
482739163,29.8,2,0
96380059,,2,88
477711903,17.3.1982,1,57
495393903,10.3,1,73
495803453,1.2.1987,2,0
495648731,6.5.1986,1,0
208284281,3.6.1992,1,60
257261928,3.5.1988,1,88
428575069,,1,0
495760129,,1,0
487202715,,1,
143531391,,2,282
229682318,,2,
313770439,,1,
329472310,,2,
152865756,7.5.1994,2,94
39882939,7.7.1991,2,49
135080522,,1,
148866359,,1,
